Filename,original_vars,original_constraints,clausal_constraints,alk_constraints,alk_general,alk_amo,alk_vars_eliminated,alk_seconds,total_seconds,total_extracted_constraints,ple_real_time,extraction_real_time,cache_hits_verified,cache_hits_unverified,cache_misses,verification_time,testing_verification_time,sat_verification_time,bdd_verification_time,testing_successes,testing_failures,sat_successes,sat_failures,bdd_successes,bdd_failures
31d7d9e146f7caddeb476bd56be4561b-safe-50-h50-sat,633392,2141406,2141406,0,-1,-1,-1,837.151,839.478,0,1.27,844.21,0,22,20,765.288,763.134,0.000,0.000,0,17,0,0,0,0
31e2730529841cc122e113b9555c9425-Ptn-7824-b12,3713,14040,14040,0,-1,-1,-1,1.056,1.066,0,0.01,1.10,0,62,19,0.000,0.000,0.000,0.000,0,0,0,0,0,0
31e9cd07f730b20faa7c3d0f1ba2ea2e-b04_s_unknown_pre,123133,771734,771734,0,-1,-1,-1,76.689,77.171,0,0.51,78.90,0,0,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0
31edaafd9d145d9346d2bddf8fcb8832-manthey_single-ordered-initialized-w44-b7,8470,63107,63107,0,-1,-1,-1,0.032,0.066,0,0.03,0.17,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
31f9def879e3f935137fde395aa41d90-hard-0-U-7061,279946,738618,738618,0,-1,-1,-1,227.551,227.985,0,0.51,229.46,0,1864,82,191.215,185.950,0.000,0.000,0,20,0,0,0,0
32076b11a5d315b752dfdc106c861cb1-abw-N-bcsstk07.mtx-w35,837480,7445701,7445701,0,-1,-1,-1,77.684,81.656,0,3.61,96.32,0,836,4,67.449,67.206,0.000,0.000,0,4,0,0,0,0
3216f24958e80db7551af00f5230c362-rbsat-v760c43649gyes4,760,43649,43649,0,-1,-1,-1,0.754,0.773,0,0.02,0.84,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3219f951c5206f0d683d626d17775639-dp10u09.shuffled,7611,18190,18190,0,-1,-1,-1,0.540,0.550,0,0.02,0.58,0,2,65,0.128,0.087,0.000,0.000,0,4,0,0,0,0
321ad77194d30ddfb45049f2fa8a4db9-FIFO.used-as.sat04-991,15728,46617,46617,0,-1,-1,-1,0.970,0.991,0,0.03,1.07,0,5,10,0.170,0.091,0.000,0.000,0,3,0,0,0,0
3228a7d24283b951f99c6b41f1f31bb8-g2-hwmcc15deep-intel065-k11,156426,376987,376987,0,-1,-1,-1,8.440,8.659,0,0.25,9.39,0,47,11,0.295,0.062,0.000,0.000,0,1,0,0,0,0
322b351df09ea7ef903349e7de11ce22-gt-014.shuffled-as.sat05-1302,196,2289,2289,0,-1,-1,-1,0.080,0.083,0,0.01,0.09,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
324b2441c6f1fa9d5f3cf3a4c8447fc7-SC21_Timetable_C_512_E_66_Cl_34_S_35,370686,2542691,2341877,974,924,50,99382,199.636,202.006,974,1.50,207.32,965,13334,35,98.928,96.981,0.783,0.000,9,11,9,0,0,0
325bedaebd99c3cd5e9f91aced5e9fac-rovers4_ks99i.renamed-as.sat05-3973,439,4069,4069,0,-1,-1,-1,0.037,0.040,0,0.01,0.05,0,0,2,0.002,0.001,0.000,0.000,0,1,0,0,0,0
3288819e2dffdab0b865035378499897-E02F22,13574,1296974,1296974,0,-1,-1,-1,3.763,7.787,0,1.21,13.89,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
328988c06690548bdb7ee0cefc7d53dd-fclqcolor-08-06-07.shuffled-as.sat05-1281,132,1843,1843,0,-1,-1,-1,0.158,0.181,0,0.00,0.19,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
328da7966b09b2f6e99c93c4e877fbff-sgen3-n260-s62321009-sat,260,624,624,0,-1,-1,-1,0.007,0.019,0,0.00,0.02,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32908784e796d14abae7df4239355d85-urqh5x5.shuffled-as.sat03-1481,153,2016,2016,0,-1,-1,-1,0.001,0.004,0,0.01,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3292846129f7c1d50375e3e6cf8c7d4a-urqh1c3x5.shuffled-as.sat03-1465,75,660,660,0,-1,-1,-1,0.000,0.002,0,0.00,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32a6ada84634400021d4512724517386-shuffling-2-s600266287-of-bench-sat04-431.used-as.sat04-708,261352,766556,766556,0,-1,-1,-1,16.969,18.524,0,1.00,20.51,0,0,601,8.693,4.517,0.000,0.000,0,247,0,0,0,0
32a7129c1bf7922f8cfa7748db5b5268-b2005-p3-14x14c17h9-Ser3-0,370347,15506018,15506018,0,-1,-1,-1,232.871,244.077,0,12.27,277.90,0,51671,236,197.790,195.515,0.000,0.000,0,106,0,0,0,0
32baec6a0b794482e314a8a621d421a6-fphp-050-050.shuffled-as.sat05-1210,2500,122550,122550,0,-1,-1,-1,2.093,2.169,0,0.05,2.36,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32bed31ddefe3725cce5b267ef36c489-sv-comp19_prop-reachsafety.fib_bench_longest_false-unreach-call.i-witness,33721,155868,155868,0,-1,-1,-1,0.880,1.000,0,0.10,1.33,0,21,19,0.490,0.477,0.000,0.000,0,7,0,0,0,0
32c0023f1d44256449efb06913680170-rope_0050.shuffled,1800,4200,4200,0,-1,-1,-1,0.020,0.023,0,0.01,0.03,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32c362d1c770a4eb66a5c78346c5e917-gensys-brn100.shuffled-as.sat05-2844,642,14792,14792,0,-1,-1,-1,0.017,0.032,0,0.01,0.06,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32c46927c832ff554d89cffce002efa2-shuffling-2-s309728486-of-bench-sat04-729.used-as.sat04-755,138918,4677630,4677630,0,-1,-1,-1,877.687,900.622,0,4.63,914.56,0,1164,211,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32d0cc6432166c097aa5e41628129784-bart11.shuffled,162,684,684,0,-1,-1,-1,0.009,0.017,0,0.00,0.02,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32dc74b01c269a8f6d0b48f8953a1887-instance_n7_i7_pp,13041,133580,133580,0,-1,-1,-1,6.323,6.409,0,0.08,6.68,0,504,50,3.806,3.743,0.000,0.000,0,24,0,0,0,0
32e05ac1cb4837cabf3fa0ecc544714a-cnt06.shuffled,762,2328,2328,0,-1,-1,-1,0.002,0.005,0,0.01,0.01,0,0,6,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32e77b54836af7f04f33aa8a7ebbe4ca-sha0_36_5,50073,177552,177552,0,-1,-1,-1,0.889,0.985,0,0.12,1.32,0,9202,49,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32f41398df30119e715e900dfcb2c406-rand_net60-30-10.shuffled,3600,10681,10681,0,-1,-1,-1,0.131,0.157,0,0.01,0.18,0,0,1,0.007,0.001,0.000,0.000,0,1,0,0,0,0
32f9900af4924d30329eb0eb9f8aa26b-aaai10-planning-ipc5-pipesworld-27-step14,249618,5941018,5941018,0,-1,-1,-1,-1773008166.033,-1773008162.826,0,3.17,1007.75,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
32f9e6d8589013f96d86b3bcb3888dac-jgiraldezlevy.2200.9086.08.40.158,2200,9019,9019,0,-1,-1,-1,0.502,0.509,0,0.03,0.53,0,0,5,0.000,0.000,0.000,0.000,0,0,0,0,0,0
330617aa919e0edb980c6504e0d17eb2-CNP-5-500,25585,192046,192046,0,-1,-1,-1,0.798,0.875,0,0.10,1.18,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
330eee0dedfcfa106a41bee7d49b02ea-avg-checker-4-24.shuffled,675,15851,15851,0,-1,-1,-1,0.435,0.449,0,0.01,0.48,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
331649866ebe930a67c7866abd58c319-pret150_60.cnf.mis-99.debugged,14901,29168,29168,0,-1,-1,-1,0.202,0.215,0,0.02,0.27,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3334919f6e241ce87c5b91ed90fc0c1c-edit_distance031_284,15257,236129,236129,0,-1,-1,-1,-1773008162.022,-1773008161.892,0,0.12,1000.39,0,0,1,0.000,10.670,0.000,0.000,1,0,0,0,0,0
33364146262b45745d09592665daca8a-11pipe_11_ooo,88289,4187581,4187581,0,-1,-1,-1,-1773008168.334,-1773008164.682,0,2.13,1005.70,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3339c8f960c4c071984ee1c66dfeae5f-fdmus_b22_113,5664,15599,15599,0,-1,-1,-1,0.203,0.211,0,0.01,0.25,0,1,1,0.029,0.019,0.000,0.000,0,1,0,0,0,0
334aa882de28856fc8c75885285d2a3c-HCP-446-105,29934,247346,247346,0,-1,-1,-1,2.426,2.656,0,0.17,3.30,0,337,7,0.504,0.501,0.000,0.000,0,1,0,0,0,0
33781a734f0034b9942dcd2c12b50065-rpoc_xits_17_SAT,2718,215000,215000,0,-1,-1,-1,2.731,2.878,0,0.09,3.29,0,66,1,0.076,0.075,0.000,0.000,0,1,0,0,0,0
337ee3de87f824f99508e65faa6e1a0b-SocialGolfers-6-6-7-cp_c18,11244,92713,92713,0,-1,-1,-1,0.292,0.384,0,0.08,0.60,0,7,45,0.107,0.107,0.000,0.000,0,1,0,0,0,0
338bbefd31a527548666d5cee1aadaeb-rpoc_xits_10_UNKNOWN,1584,100116,100116,0,-1,-1,-1,1.305,1.365,0,0.05,1.54,0,66,1,0.047,0.046,0.000,0.000,0,1,0,0,0,0
338e4cd91f3a0c1661ca9290d074f3eb-grid-pbl-0060.shuffled-as.sat05-1333.shuffled-as.sat05-1333,3660,7139,7139,0,-1,-1,-1,0.155,0.162,0,0.01,0.18,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
33912d113ae77a6f424b4858e8c5ce0e-SGI_30_80_24_80_9-log.shuffled-as.sat03-204,120,49544,49544,0,-1,-1,-1,0.023,0.159,0,0.06,0.34,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
33a45c71f3a77d3ac0096eaabedaf31f-rook-47-1-1,108144,417305,417305,0,-1,-1,-1,51.996,52.228,0,0.25,53.05,0,0,2,36.205,36.141,0.000,0.000,0,2,0,0,0,0
33bc7daf6c398d1577e904833e889e33-SAT_dat.k95-24_1_rule_3,1540071,5188984,5188984,0,-1,-1,-1,-1773008182.349,-1773008179.249,0,3.98,1007.13,0,1197,90,849.364,844.100,0.000,0.000,0,32,0,0,0,0
33bcf82677b7fdacf18dd48892596a1d-TimetableCNFEncoding_20_UNKNOWN,378430,2609976,2397910,1006,958,48,105049,210.251,212.695,1006,1.58,218.20,997,13079,33,105.925,103.881,0.843,0.000,9,11,9,0,0,0
33db141b5b8edd53ade4a4042a655be5-mod2c-rand3bip-sat-210-2.shuffled-as.sat05-2474,297,2092,2092,0,-1,-1,-1,0.001,0.004,0,0.01,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
33db8e6d08fb905660e21f78e436f2cc-hidden-k3-s0-r5-n700-01-S2069048075.shuffled-as.sat05-488,700,3500,3500,0,-1,-1,-1,0.393,0.396,0,0.01,0.41,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
33e82a3b6df2b2b63291775c0133a32f-MVD_ADS_S1_5_5,78,952799,952799,0,-1,-1,-1,3.064,4.087,0,0.58,6.36,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
33f07e224289d8a770bcf89c788b7689-shuffling-2-s603990491-of-bench-sat04-321.used-as.sat04-595,14013,444010,444010,0,-1,-1,-1,6.763,7.418,0,0.26,8.34,0,0,1,0.763,0.752,0.000,0.000,0,1,0,0,0,0
33f30196a8621928deb37d204729e218-dist5.c,15256,66951,66951,0,-1,-1,-1,2.226,2.261,0,0.04,2.38,0,272,24,1.576,1.567,0.000,0.000,0,9,0,0,0,0
34038db20edb478e85b3bc6fce2e5c86-urqh3x4.shuffled-as.sat03-1477,69,752,752,0,-1,-1,-1,0.000,0.002,0,0.00,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
340d69ecc5f4a8385a9c3a7c1e97d714-ezfact256_1.shuffled,49153,323841,323841,0,-1,-1,-1,0.338,1.230,0,0.34,2.17,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
34169ab2f3579c35987e1639d2e4835c-g2-hwmcc15deep-oski15a10b08s-k23,602485,1572995,1572995,0,-1,-1,-1,86.354,87.359,0,1.10,90.75,0,498,23,44.624,42.398,0.000,0.000,0,2,0,0,0,0
34193434b58a8f8b392a22e3abd39367-tseitingrid7x170_shuffled,2380,9520,9520,0,-1,-1,-1,0.006,0.015,0,0.01,0.04,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
341c4f501ceb036a1ff19f653986cf04-ip36.shuffled,47273,101560,101560,0,-1,-1,-1,66.545,66.642,0,0.13,66.85,0,214,2909,58.042,56.284,0.000,0.000,0,91,0,0,0,0
342b5051905c00be7850050ff6d41658-UR-10-5p1,104856,352254,352254,0,-1,-1,-1,18.158,18.378,0,0.30,19.11,0,0,1,3.872,3.760,0.000,0.000,0,1,0,0,0,0
34323d942ba720695022bb1251190a01-53-129696,31278,798913,798913,0,-1,-1,-1,8.647,9.310,0,0.41,10.84,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
343885733b441b8dbf2d90886f39c746-problem_19.smt2,6328,19514,19514,0,-1,-1,-1,0.595,0.618,0,0.01,0.66,0,44,7,0.432,0.421,0.000,0.000,0,5,0,0,0,0
3454285436b59c94031a9d8831dae833-atco_enc1_opt2_10_16,9643,141114,141114,0,-1,-1,-1,4.203,4.301,0,0.09,4.62,0,1202,21,0.570,0.564,0.000,0.000,0,6,0,0,0,0
345b3a66985c7d40ae745fcbb96d53cf-Nb7T44-sc2017,55333,219128,219128,0,-1,-1,-1,1.255,1.423,0,0.16,1.90,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3467c5b32448a87f1d81c2063407850c-frb59-26-1.used-as.sat04-891-sc2011,1534,132295,132295,0,-1,-1,-1,3.166,3.247,0,0.05,3.45,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
347c985c4bab76b31282fc0912214a82-UCG-15-10p0,199304,743886,743886,0,-1,-1,-1,41.151,41.651,0,0.63,43.23,0,0,1,11.465,11.219,0.000,0.000,0,1,0,0,0,0
348e611ba5282f56d83e6d3979563d96-php-025-020.shuffled-as.sat05-1177,500,6025,6025,0,-1,-1,-1,0.047,0.050,0,0.01,0.06,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
349cff3574497aa669880733c50dd640-c8n_i,29999,88901,88901,0,-1,-1,-1,4.423,4.473,0,0.06,4.63,0,204,27,2.061,1.907,0.000,0.000,0,13,0,0,0,0
34aebb93dc0f9f68f6cc8b51efe1cc0c-alu2_gr_rcs_w7.shuffled,3570,73478,73478,0,-1,-1,-1,0.854,0.901,0,0.04,1.02,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
34b2d0a7df10b23d9929f2bede05769d-12pipe_bug3_q0,138917,4677627,4677627,0,-1,-1,-1,805.820,810.003,0,2.41,819.94,0,1372,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0
34c4f43536cffc580a87e655b4100332-79.smt2,119266,377147,377147,0,-1,-1,-1,11.052,11.266,0,0.24,12.13,0,751,49,8.596,8.310,0.000,0.000,0,32,0,0,0,0
34c64c89371c38e2ad39442e7be6f9f2-Urquhart-s3-b1.shuffled,43,316,316,0,-1,-1,-1,0.000,0.002,0,0.00,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
34d4855d35512e718f73405f1291a592-g2-hwmcc15deep-beemhanoi4b1-k32,392428,921944,921944,0,-1,-1,-1,323.926,324.452,0,0.63,326.52,0,188,8,289.416,287.242,0.000,0.000,0,3,0,0,0,0
34da7281df2d13343b40517a88789c73-total-10-13-s,226802,739838,739838,0,-1,-1,-1,129.972,130.418,0,0.62,132.04,0,516,62,108.208,106.988,0.000,0.000,0,60,0,0,0,0
34edff0f4d455460d76e25fc7646783f-srhd-sgi-m37-q505.75-n35-p30-s59841049,1295,148400,148400,0,-1,-1,-1,5.035,5.098,0,0.06,5.34,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
34fa0922e66aee3b6f6ffe1760f459d4-f9idw,526651,1570018,1570018,0,-1,-1,-1,72.606,73.663,0,0.98,76.80,0,234,25,25.052,21.700,0.000,0.000,0,7,0,0,0,0
35286fc19d9b77bb787aa11f3a795923-iso-brn009.shuffled-as.sat05-2703,2284,5684,5684,0,-1,-1,-1,0.063,0.076,0,0.01,0.09,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
352bd44be7f5209c1e1a5256996f4c34-QG7a-gensys-icl001.sat05-3822.reshuffled-07,2441,15554,15554,0,-1,-1,-1,0.171,0.199,0,0.02,0.24,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
352fa1386fb92b961f675401b7d76e21-fphp-060-059.shuffled-as.sat05-1239,3540,207150,207150,0,-1,-1,-1,4.199,4.342,0,0.10,4.70,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3539518588fffce0ba38d484e9fb8652-g2-hwmcc15deep-beemloyd3b1-k31,122450,327830,327830,0,-1,-1,-1,17.588,17.762,0,0.21,18.48,0,29,12,4.598,3.720,0.000,0.000,0,9,0,0,0,0
3544f7f4ae73749a944b8c87a13aaf48-mp1-9_22,1458,23414,23414,0,-1,-1,-1,1.678,1.695,0,0.07,1.74,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
354deb2db0a0207dd6a697d29ec0dbb2-pb_300_10_lb_13,146595,559629,542213,311,0,311,5909,21.380,21.683,311,0.37,22.72,310,1551,28,9.871,9.431,0.043,0.000,1,22,1,0,0,0
3556043d3032e54811b648fd94c34fc9-b04_s_2_unknown_pre-sc2013,123133,777536,777536,0,-1,-1,-1,82.076,83.358,0,0.65,85.34,0,0,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3569f831ea2326b7b5298998f0f4d079-shuffling-2-s928541943-of-bench-sat04-316.used-as.sat04-600,12456,390154,390154,0,-1,-1,-1,5.558,6.133,0,0.22,6.94,0,0,1,0.335,0.324,0.000,0.000,0,1,0,0,0,0
35789168b67a74985804902008251269-tseitingrid6x200_shuffled,2400,9600,9600,0,-1,-1,-1,0.006,0.015,0,0.01,0.05,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3583fa1a9722d29fdb932c86d52f9b92-stone-width3chain-nmarkers-12_shuffled,1482,1820960,1820960,0,-1,-1,-1,3.151,9.667,0,1.41,15.27,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
358d7575a7f366870c97b7437c238822-MD5-29-3,8591,65073,65073,0,-1,-1,-1,0.031,0.082,0,0.04,0.21,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
358fa8d20aa467c7e9b9bf34f73d1dc9-patat-08-comp-3,78774,1616454,1616454,0,-1,-1,-1,3.555,4.477,0,0.74,7.40,0,498,35,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3598c10125496ad7218852effc5c711f-SGI_30_70_22_70_7-dir.shuffled-as.sat03-154,660,56654,56654,0,-1,-1,-1,1.533,1.568,0,0.03,1.66,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3599eee792f7a9984339aeb4dc314a03-hgen3-v550-s918732479.shuffled-as.sat03-1697,550,1925,1925,0,-1,-1,-1,0.133,0.135,0,0.01,0.14,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
35aecf60b589c7b71dcf251ad90aea7f-hwb-n30-03-S44661219.shuffled-as.sat05-496,194,954,954,0,-1,-1,-1,0.001,0.003,0,0.00,0.01,0,0,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0
35d3272e49849f3913b61365e411d770-sgen4-unsat-65-1,65,140,140,0,-1,-1,-1,0.001,0.002,0,0.00,0.01,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
35f94ec2c67ec6f831157b23b039121f-Urquhart-s5-b6.shuffled,115,856,856,0,-1,-1,-1,0.001,0.002,0,0.00,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
360d0e76b0c7a3c333cb2ffc5fc1d20b-magicSquare-9_glb,10226,85868,85868,0,-1,-1,-1,3.546,3.597,0,0.04,3.75,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
361bc22fcce8aba53fbd08f52f8d0871-cruxmiter28seed8,506,1406,1406,0,-1,-1,-1,0.010,0.011,0,0.00,0.02,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
362cbce11ea1e1f0c18280161d51d2c8-gensys-brn001.shuffled-as.sat05-3127,392,13615,13615,0,-1,-1,-1,0.008,0.032,0,0.01,0.06,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
364c5f96b1bd514b7dd27877dc8c08f5-logistics-rotate-08t6.shuffled-as.sat05-1132,5955,502332,502332,0,-1,-1,-1,23.365,23.782,0,0.22,24.80,0,0,12,4.413,4.254,0.000,0.000,0,12,0,0,0,0
364d504da0dcfab32515a1c4d546b2c7-total-10-19-u,331202,1201455,1201455,0,-1,-1,-1,173.900,174.662,0,0.93,177.11,0,1933,123,139.149,136.202,0.000,0.000,0,121,0,0,0,0
36503f7af8c8352b64ec2104cd2499c5-Circuit_multiplier45,1174,21165,21165,0,-1,-1,-1,0.026,0.061,0,0.02,0.11,0,0,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36584e27967c039fb96f2313007f9cd6-phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07,25493,1139180,1139180,0,-1,-1,-1,22.365,25.277,0,0.67,27.73,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3663000b31a5c80922afc6e48322accb-6s165,3098,8992,8992,0,-1,-1,-1,0.165,0.170,0,0.01,0.19,0,12,3,0.083,0.078,0.000,0.000,0,1,0,0,0,0
366397b26e0b86f275f5f4b827bde95e-w19-49.0,11782,225246,225246,0,-1,-1,-1,79.545,79.717,0,0.69,80.26,0,6,6,0.051,0.047,0.000,0.000,0,5,0,0,0,0
36680cee102d6ba9a60ca66b27e8be4a-2dlx_ca_mc_ex_bp_f.shuffled,3250,24543,24543,0,-1,-1,-1,0.792,0.811,0,0.02,0.86,0,1,176,0.002,0.001,0.000,0.000,0,2,0,0,0,0
366f8203419e14c977931d36d7ba93c0-strips-gripper-18t34.shuffled-as.sat05-1154,10976,305416,305416,0,-1,-1,-1,5.963,6.247,0,0.16,6.86,0,0,1,0.445,0.435,0.000,0.000,0,1,0,0,0,0
368939174c293be56ed64756b17b6c9a-dalumul.miter.shuffled-as.sat03-349,9426,59991,59991,0,-1,-1,-1,0.061,0.166,0,0.05,0.31,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
368f15ca6b2fb45bb3a02c7662981139-qg2-7.shuffled,686,2268,2268,0,-1,-1,-1,0.577,0.579,0,0.01,0.59,0,0,27,0.309,0.306,0.000,0.000,0,27,0,0,0,0
369e43b21ec5bf07cf21ae24f60c470a-12pipe_bug9_q0,138916,4674882,4674882,0,-1,-1,-1,823.314,827.365,0,2.50,837.31,0,1372,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36a132f02c256d4b8bd16483deb842fc-lei450-05b-05,1350,29570,29570,0,-1,-1,-1,0.012,0.042,0,0.03,0.12,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36a9fe8540a1b38ac65945630612cd32-eqbpdtlf16spdtlf16,5550,16552,16552,0,-1,-1,-1,0.334,0.342,0,0.01,0.39,0,1,66,0.121,0.099,0.000,0.000,0,11,0,0,0,0
36b272e6ffd1663d637b0fcc0ddc37d4-UTI-20-5p0,225296,927004,927004,0,-1,-1,-1,50.032,50.688,0,0.79,52.86,0,1,1,11.056,10.739,0.000,0.000,0,1,0,0,0,0
36ba44cf208034e2c8e84a1971b9bfd4-connm-ue-csp-sat-n1200-d-0.02-s405595518.shuffled-as.sat05-531,1124,13289,13289,0,-1,-1,-1,0.698,0.708,0,0.01,0.73,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36c02f64976f4c45a9e6bfb361d08316-edit_distance031_283,15257,236146,236146,0,-1,-1,-1,-1773008296.183,-1773008296.049,0,0.12,1000.38,0,0,1,0.000,11.685,0.000,0.000,1,0,0,0,0,0
36c342091848d5d6a1a8eeb3a8b49b86-rovers1_ks99i.renamed-as.sat05-3971,439,5383,5383,0,-1,-1,-1,0.051,0.054,0,0.01,0.06,0,0,3,0.003,0.002,0.000,0.000,0,1,0,0,0,0
36cb5449fb97de67fa6031a73ea1f5e6-rbsat-v945c61409g10,945,61409,61409,0,-1,-1,-1,1.084,1.112,0,0.02,1.20,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36e17e3cba64f3beb46402b45a284eb5-phnf-size10-exclusive-twoall.used-as.sat04-985.shuffled-as.sat05-4197,15401,534459,534459,0,-1,-1,-1,9.622,10.248,0,0.28,11.34,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
36e318243695ce6262805797e8535aa4-countbitsarray08_32,17818,52681,52681,0,-1,-1,-1,0.767,0.790,0,0.03,0.89,0,1,1,0.286,0.256,0.000,0.000,0,1,0,0,0,0
36e60be85e7cb12dde61f7fe6ddfd4b2-g2-T106.2.0,8363830,29258820,29258820,0,-1,-1,-1,-1773008354.053,-1773008330.309,0,19.92,1041.23,0,166,22,684.101,678.981,0.000,0.000,0,8,0,0,0,0
36f41753d15717003a2628badc737d67-mp1-ps_5000_21250_3_0_0.8_0_1.70_2,5000,20700,20700,0,-1,-1,-1,3.907,3.922,0,0.02,3.96,0,0,94,2.217,2.208,0.000,0.000,0,18,0,0,0,0
36fd6d5704c8e5d60c91c53d60597365-school1_nsh.col.14,4576,190308,190308,0,-1,-1,-1,2.628,2.700,0,0.08,3.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
370959cec84a1da734d3554b046762b6-driverlog5_ks99i.renamed-as.sat05-3955,1217,26508,26508,0,-1,-1,-1,0.407,0.419,0,0.01,0.46,0,0,1,0.099,0.092,0.000,0.000,0,1,0,0,0,0
37128aedf88da04a392fd714c675256d-mod4block_2vars_8gates_u2,387,37851,37851,0,-1,-1,-1,0.035,0.070,0,0.04,0.15,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3728eb69fc6046897251cc33e0b25a5a-sokoban-p20.sas.ex.23-sc2016,3646464,7226978,7226978,0,-1,-1,-1,-1773008354.288,-1773008331.888,0,13.78,1014.74,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
3728fe50d8038c639c2d9c84e04fe2b1-46bits_11.dimacs,689,16922,16922,0,-1,-1,-1,0.013,0.043,0,0.02,0.08,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
37382b66a104f6387b5750bf51942996-x1mul.miter.shuffled-as.sat03-359,8756,55487,55487,0,-1,-1,-1,0.042,0.094,0,0.04,0.20,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
37450147d1a972829b0e6b3cf9d6ccaa-rsdecoder_fsm1.dimacs.filtered,238290,500913,500913,0,-1,-1,-1,14.276,14.546,0,0.51,15.59,0,11431,155,9.564,9.094,0.000,0.000,0,36,0,0,0,0
374a4ad84d28ffe2543dfdb028719de8-x1_24.shuffled,70,186,186,0,-1,-1,-1,0.000,0.001,0,0.01,0.01,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0
