success,real_time,size,bound,encoding,verification,conflicts
true,111.287,400,200,cardnetwrk,1,867773
false,0,400,200,cardnetwrk,2,0
false,0.000,400,200,kmtotalizer,2,0
true,801.086,400,200,seqcounter,2,0
false,0.000,400,200,totalizer,2,0
true,1.057,450,112,cardnetwrk,0,0
true,79.305,450,112,cardnetwrk,1,444795
false,0.000,450,112,cardnetwrk,2,0
false,0.000,450,112,kmtotalizer,2,0
true,654.026,450,112,seqcounter,2,0
false,0.000,450,112,totalizer,2,0
true,0.978,450,225,cardnetwrk,0,0
true,94.400,450,225,cardnetwrk,1,515416
false,0.000,450,225,cardnetwrk,2,0
false,0.000,450,225,kmtotalizer,2,0
false,0.000,450,225,seqcounter,2,0
false,0.000,450,225,totalizer,2,0
true,1.141,500,125,cardnetwrk,0,0
true,112.345,500,125,cardnetwrk,1,514435
false,0.000,500,125,cardnetwrk,2,0
false,0.000,500,125,kmtotalizer,2,0
true,890.265,500,125,seqcounter,2,0
false,0.000,500,125,totalizer,2,0
true,0.997,500,250,cardnetwrk,0,0
true,104.791,500,250,cardnetwrk,1,555789
false,0.000,500,250,cardnetwrk,2,0
false,0.000,500,250,kmtotalizer,2,0
false,0.000,500,250,seqcounter,2,0
false,0.000,500,250,totalizer,2,0
true,0.047,50,12,cardnetwrk,0,0
true,0.050,50,12,cardnetwrk,1,1754
false,0.000,50,12,cardnetwrk,2,0
true,0.044,50,25,cardnetwrk,0,0
true,0.051,50,25,cardnetwrk,1,2215
false,0.000,50,25,cardnetwrk,2,0
true,2.509,550,137,cardnetwrk,0,0
false,0.000,550,137,cardnetwrk,1,0
false,0.000,550,137,cardnetwrk,2,0
false,0.000,550,137,kmtotalizer,2,0
false,0.000,550,137,seqcounter,2,0
false,0.000,550,137,totalizer,2,0
true,2.914,550,275,cardnetwrk,0,0
false,0.000,550,275,cardnetwrk,1,0
false,0.000,550,275,cardnetwrk,2,0
false,0.000,550,275,kmtotalizer,2,0
false,0.000,550,275,seqcounter,2,0
false,0.000,550,275,totalizer,2,0
true,3.905,600,150,cardnetwrk,0,0
true,588.555,600,150,cardnetwrk,1,2127513
false,0.000,600,150,cardnetwrk,2,0
false,0.000,600,150,kmtotalizer,2,0
false,0.000,600,150,seqcounter,2,0
false,0.000,600,150,totalizer,2,0
true,3.375,600,300,cardnetwrk,0,0
true,799.902,600,300,cardnetwrk,1,3793398
false,0.000,600,300,cardnetwrk,2,0
false,0.000,600,300,kmtotalizer,2,0
false,0.000,600,300,seqcounter,2,0
false,0.000,600,300,totalizer,2,0
true,4.114,650,162,cardnetwrk,0,0
true,511.491,650,162,cardnetwrk,1,1663955
true,3.722,650,325,cardnetwrk,0,0
true,583.664,650,325,cardnetwrk,1,1745795
true,4.334,700,175,cardnetwrk,0,0
true,708.189,700,175,cardnetwrk,1,2077121
true,2.894,700,350,cardnetwrk,0,0
true,701.363,700,350,cardnetwrk,1,2198647
true,5.854,750,187,cardnetwrk,0,0
true,796.468,750,187,cardnetwrk,1,1873969
true,3.658,750,375,cardnetwrk,0,0
true,886.850,750,375,cardnetwrk,1,2013497
false,0.000,75,18,cardnetwrk,2,0
false,0.000,75,37,cardnetwrk,2,0
true,5.351,800,200,cardnetwrk,0,0
false,0,800,200,cardnetwrk,1,0
true,93.453,800,200,kmtotalizer,1,446486
false,0.000,800,200,seqcounter,1,0
true,68.100,800,200,totalizer,1,301994
true,4.820,800,400,cardnetwrk,0,0
false,0,800,400,cardnetwrk,1,0
true,129.476,800,400,kmtotalizer,1,489150
false,0.000,800,400,seqcounter,1,0
true,97.441,800,400,totalizer,1,345372
true,6.109,850,212,cardnetwrk,0,0
true,4.189,850,425,cardnetwrk,0,0
true,5.526,900,225,cardnetwrk,0,0
true,5.360,900,450,cardnetwrk,0,0
true,4.383,950,237,cardnetwrk,0,0
true,5.405,950,475,cardnetwrk,0,0
