Filename,exit_code,real_time,solve_real_time,SAT_verified
1ee5d51d25659c5d87ad729580a8acdd-dlx2_cc,20,0.29,0.28,0,0.29
1eea3d913d346b900252d77fc0cb25c8-par32-4.shuffled,0,5000.03,5000.02,0,5000.03
1eedb883641e84acef2241c86e5bfb34-tph10,0,5000.05,5000.02,0,5000.05
1efa5605501a8e26277b9a8a65bb1fa1-shuffling-1-s1322003189-of-bench-sat04-344.used-as.sat04-483,20,140.60,140.58,0,140.60
1efff2f19436cee8ee776c96ffd72f9c-rbsat-v2400c266431g6,0,5000.06,5000.02,0,5000.06
1f1ab8bc58bb4bc09d309418bbf474da-bvult_16967,20,134.47,134.44,0,134.47
1f27039fb6e13b96064e9037feb09a6b-iso-brn004.shuffled-as.sat05-3504,10,0.07,0.06,0,0.07
1f39844e4b9a6fc619e485cdbe2c5b5f-gus-md5-07,20,28.92,28.91,0,28.92
1f3b251666b7b9aa4bfad28d5ecfecc2-Nb45T6,20,1400.91,1400.66,0,1400.91
1f413718bf393d43d31a1e498fc4d123-SocialGolfers-6-6-6-cp_c18,0,5000.01,5000.00,0,5000.01
1f49f37f051af218337c654f120cf4d0-ex039_33,10,33.24,33.23,0,33.24
1f679d620f0051c9d9855375a9f0e11a-bf1355-598,20,0.02,0.02,0,0.02
1f693da03f63d7fe318e511fe32fd09d-c880_gr_rcs_w5.shuffled,20,0.05,0.05,0,0.05
1f77a8cda544f1bd1e305cae526d864e-bf1355-227,20,0.01,0.01,0,0.01
1f7d2a5f671c717bdaa409492ac3ab3d-apn-sbox6-cut4-helpbox23,0,5000.07,5000.04,0,5000.07
1f7e236253031580d95de12d3c92dc13-ferry6_ks99a.shuffled-as.sat05-4063,10,0.02,0.02,0,0.02
1f81f7e009f501014cb23a8c2d41836f-ACG-20-10p1,10,491.51,491.48,0,491.51
1fc49d87bca58158ec5dd79f89934cac-5col140_15_6.shuffled,0,5000.01,5000.00,0,5000.01
1fdc28d676358b7e66bdf072dbbdba0b-sgen1-unsat-73-100,20,35.55,35.54,0,35.55
1fec79b65c5b3d10b6a2328c1a304d67-shuffling-1-s1704429820-of-bench-sat04-721.used-as.sat04-734,10,16.09,16.01,0,16.09
1ff076565e0d5898c7a659ca79752a88-smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin,20,1.05,1.04,0,1.05
1fffafc9143815f74ec6628a983afe75-gensys-brn003.shuffled-as.sat05-2747,10,0.04,0.03,0,0.04
200023103e35069382ed4b62bf1ac984-em_11_3_4_all,10,27.86,27.84,0,27.86
20132fb2ea02d8606840eb1d63f9f5c5-maxor064,20,22.21,22.20,0,22.21
20262e9643d524e66cd542e9ba1a4a20-zfcp_sat_bench_2_8.debugged,10,21.02,16.56,0,21.02
2035c51968baa1217ec6dafa13d012b1-par32-1-c.shuffled-as.sat03-1531-sc2002,10,3740.48,3740.46,0,3740.48
204e7d9bbcc53a46ffd754645096f361-rbsat-v760c43649gyes8,10,33.73,33.73,0,33.73
20591b26327456307f9df4a314566d9b-ferry9_v01a.renamed-as.sat05-4009,10,0.01,0.01,0,0.01
2067ba1b7fa867b3fc29566df6841d15-dated-10-13-u,20,112.03,112.02,0,112.03
2079b4f15cf2d4a2e6b5ebfa58de5a27-6s13-opt,20,128.58,128.57,0,128.58
208493ac024b007607863a6c851a0b6f-shuffling-1-s580450786-of-bench-sat04-719.used-as.sat04-732,20,2748.39,2748.24,0,2748.39
2085dbded42cdd34fa468e06b8fc6e24-dp08u07.shuffled,20,0.36,0.36,0,0.36
208ce3add563b1e398668ec07a73950d-rbsat-v1150c84314gyes2,10,3043.08,3043.07,0,3043.08
2094741e84d03f957cd3a627f3a289e2-w10_45.shuffled,20,0.54,0.53,0,0.54
209480dd08c8f9afbfea2e539be823d4-toughsat_24bits_2,10,74.45,74.45,0,74.45
20af7a90131ea05e1ef53ea3705088c9-smtlib-qfbv-aigs-bin_libsmbclient_vc1225238-tseitin,10,0.27,0.21,0,0.27
20b1b9f69fa22ad64883cbf85cacf071-hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin-sc2011,20,952.01,951.99,0,952.01
20b86c7c07f87b5da3c24ae2db492c5b-Ptn-7824-b17,10,58.19,58.18,0,58.19
20d8c1d58d1043a6737db9457666a0fc-g2-T102.2.1,20,2614.99,2614.27,0,2614.99
20eae925c1db6bed538317390f0f5896-mp1-ps_5000_21250_3_0_0.7_0_1.45_0,0,5000.01,5000.00,0,5000.01
20fa992483c3ec47a3ac7aa9228f2a97-ibm-2002-22r-k60,20,48.59,48.57,0,48.59
2114e419e9abd01591b787345e782b08-f7,20,2.68,2.67,0,2.68
2115182958f6cfb5a172a24f989b86dd-rook-42-0-1,20,748.65,748.63,0,748.65
211938776d92f11870a687abd11d55a4-iso-icl004.shuffled-as.sat05-3238,20,0.06,0.03,0,0.06
21251489e056446a241fccf3e97a50f6-289-unsat-17x30,0,5000.02,5000.00,0,5000.02
213c4eabd02f12ff075c751edb6dbff9-satcoin-genesis-SAT-4096,10,739.73,739.69,0,739.73
214a609d6a70d397010c27e42a2463fe-sss-sat-1.shuffled,10,0.13,0.12,0,0.13
2160a6c887f1466a336795792346621e-satsgi-n18himBHm21-p0-q167,10,0.02,0.02,0,0.02
21634cd1f513b4aa7907cb8364d76e17-g6n,20,0.28,0.28,0,0.28
216649d54f3531537c6b01227b992b5e-f8nidw,20,87.33,87.30,0,87.33
217256b141ade2c4d06120f01360f63a-a_rphp035_05,20,338.67,338.66,0,338.67
21740843d60acdfd70276cdfd634bebe-edn_2948_14.cnf_0.97000000.unsat,20,10.52,10.48,0,10.52
217ecdc44b66b8f0330e80df7f7acabe-sgp_9-8-8.sat05-2674.reshuffled-07,0,5000.04,5000.00,0,5000.04
21a16f532f37b506ba9b59952a40a2b6-Kakuro-easy-120-ext.xml.hg_6,10,476.16,475.93,0,476.16
21b173943af57eefaac5e88bfa2662ad-shuffling-1-s1769330284-of-bench-sat04-422.used-as.sat04-561,20,38.74,38.73,0,38.74
21c8393ab167357d0ae8040c61338bc0-complete-300-0.1-18-98765432130018,10,0.03,0.03,0,0.03
21df67ed55311eec689fea8c1be9d266-hcp_d12_12,10,2.61,2.60,0,2.61
21e6e2a12564427cb2820bef20cb2bf4-velev-eng-uns-1.0-04a,20,10.39,10.38,0,10.39
21f17c144185a505bb4a918e61d1e3bd-shift1add.29940,20,1504.86,1504.82,0,1504.86
21f623f7f53093ddaf792ddadf405a91-satellite4_v01a.renamed-as.sat05-3991,10,0.03,0.03,0,0.03
21f9d175cd8af806b94a04c5de768ef5-gigamax.used-as.sat04-984,20,0.37,0.37,0,0.37
21fa658d6db005c959b0c95a9d6ca0e1-ibm-2002-27r-k95,10,3.01,2.99,0,3.01
21fbe69cf7c0b41e205b52d970f9a43a-string_compare_safety_cbmc_unwinding_870,20,1826.08,1825.81,0,1826.08
21fc09c6badfc60aaa85cae664023cc6-vlsat2_30195_3855554.dimacs,0,5000.39,5000.24,0,5000.39
2202872ca3566b20d48fdfe34d526219-ctl_3791_556_unsat,0,5000.02,5000.00,0,5000.02
220a0543b7253ed85a7b1e74741c2e23-hid-uns-enc-6-1-0-0-0-0-28258,20,102.01,102.01,0,102.01
220bb8aa093e502c47afcdac3140d67c-vmpc_24,10,16.18,16.18,0,16.18
2211772ecda419756f82d595c9bb758d-mp1-klieber2017s-0490-022-t12,10,88.79,88.78,0,88.79
2226a27a174c7ddb3f2d48840b0f8b7a-MM-23-2-4-B,0,5000.05,5000.02,0,5000.05
22462684680b2896485afd88cb818304-manol-pipe-c6nidw_i,20,22.72,22.71,0,22.72
2248eb27346a57992746a10b75dda990-ak032modbtsimpbisc,20,4372.94,4372.92,0,4372.94
2249bedd5355b9652a5cc46b47b011c4-hgen6-4-24-n650-03-S528656311.shuffled-as.sat03-847,0,5000.04,5000.03,0,5000.04
22505280326ec66ba807b8b4edc48e1a-Circuit_multiplier18,0,5000.02,5000.01,0,5000.02
2260d28ec773357e73e5ee60aeac0f43-b2005-p1-12x12c10h7-Ser3-0,0,5000.08,5000.02,0,5000.08
226997c047218abf49500ef77facfe9a-shuffling-1-s1771355652-of-bench-sat04-989.used-as.sat04-997,20,3.24,3.24,0,3.24
2285ff99f985f8f926d5159299cc8787-73.smt2,20,168.42,168.40,0,168.42
228b368e2e8a292ce787df9b4302de41-rbsat-v2400c266431g5-sc2009,0,5000.03,5000.00,0,5000.03
228ed6346fd41809b7a013849a1941e5-srhd-sgi-m52-q1041.25-n50-p30-s30907550,10,0.14,0.12,0,0.14
228ef00b38f04099bececbae99a1bd50-sokoban-sequential-p145-microban-sequential.050-NOTKNOWN,10,3305.82,3305.75,0,3305.82
229108125d69a62534637e0241cb8f43-rook-59-1-1,20,3093.05,3093.02,0,3093.05
22922a96c4bdac643b69069355c5db28-assoc_mult_err_3.c,20,26.61,26.61,0,26.61
229289df92a0bbf2af12f6996351eb3f-rnd-v25-e233-k8,20,1282.27,1282.26,0,1282.27
2295b35f6bc78b67ebdbe42e53806e6b-lisa21_2_a.shuffled,10,2.42,2.41,0,2.42
22b997f718828183fbb4aae44cd7da28-EDP3-18000,0,5000.23,5000.16,0,5000.23
22db60babd4b54fb86dee87ead8e14ca-9vliw_m_9stages_iq3_C1_bug3,10,39.68,39.36,0,39.68
22eb13d4157efb76bf6b308d83618a7e-dead-dnd009.shuffled-as.sat05-3115,20,237.37,237.37,0,237.37
22ede342b1973bf82c2c2106616cc8d9-at-least-two-aaai10-planning-ipc5-pipesworld-12-step15,20,178.39,178.36,0,178.39
22f1e4a68bb52721c186234ccd27c13c-connm-ue-csp-sat-n800-d-0.04-s433006629.used-as.sat04-967,10,79.74,79.73,0,79.74
22f72da90dd7db6243c938dd5f5c6cbe-62bits_14.dimacs,0,5000.03,5000.02,0,5000.03
22fdbcb094a1c1b513b8fd90e9b50f65-mp1-squ_any_s09x07_c27_sinz_UNS,20,268.87,268.86,0,268.87
2314dcec1bce868092465602b71b5825-gensys-ukn005.shuffled-as.sat05-3845,10,1.37,1.36,0,1.37
231be1a0ebcd7547804271515a257e93-g9bidw,20,21.36,21.34,0,21.36
2322f9b6d3bbe605ef2afbe0536b9307-rphp5_080_shuffled,0,5000.03,5000.01,0,5000.03
2324f0e956d4290b49d7cd01e8305be0-gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07,20,0.17,0.17,0,0.17
23286d57fa7ecfe2cf31141cfc11e238-mp1-klieber2017s-1200-023-eq,20,82.98,82.97,0,82.98
23440a591245328b42455fa0b8714ffd-g2-hwmcc15deep-oski15a10b06s-k24,20,2883.09,2883.04,0,2883.09
236316907366f4bdf1528297f457779d-apex7_gr_2pin_w4.shuffled,20,0.04,0.04,0,0.04
238697ec61a48ea10bed888265da8b4d-g2-gss-40-s100,0,5000.01,5000.01,0,5000.01
238ac19e2323131e3e64e24de08edda6-velev-pipe-uns-1.1-07,20,106.40,106.38,0,106.40
23a92c04ee9248308a18d6a44e5d15f0-battleship-3-5-sat,10,0.01,0.01,0,0.01
23b15b56a6dc5c41c2e47a349765107d-ndhf_xits_21_SAT,10,2.87,2.86,0,2.87
23b2ab4604ca96454bb46d71df14d7fd-Ptn-7824-b05,10,4274.66,4274.65,0,4274.66
23b67ce9686dc0b79edd7e0e61b06867-crafted_n11_d6_c3_num18,20,62.30,62.24,0,62.30
23b8cfd9fde410f79db4e8ef6b62f396-php-020-020.shuffled-as.sat05-1162,10,0.53,0.52,0,0.53
23d7a7af88d26be6fcbe7e139271bdc0-battleship-11-11-unsat,20,38.98,38.98,0,38.98
23ddc17bdbd97b96fcc0393f51bcfe13-22930-0601-11.smt2,20,2142.88,2142.87,0,2142.88
23e52c853bd7a5258bc5f470f6854104-mp1-ps_5000_21250_3_0_0.6_0_1.50_0,0,5000.07,5000.02,0,5000.07
23f834ff0b38f1ba21443c38e32c77d8-c7n,20,3.69,3.68,0,3.69
2400575245d49d556427d38ca5c38047-hgen3-v400-s344840348.shuffled-as.sat05-470,0,5000.02,5000.02,0,5000.02
24075575c3dbd9e9eae948dd2241b029-UR-15-10p0,20,289.45,289.43,0,289.45
24085934701c1459db776550a3584376-shuffling-1-s57793011-of-bench-sat04-724.used-as.sat04-737,10,36.93,36.86,0,36.93
241cae32aeae264c2014b4ed0e149cdd-10-3-13,0,5000.02,5000.00,0,5000.02
24316c19acf3abc5f301bc4dc534122b-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN,20,3.08,3.01,0,3.08
2437badfe105b7ad33867755254a5ac3-g2-hwmcc15deep-6s33-k33,20,408.04,408.03,0,408.04
243f435dba26be37cedf28d94708b7e6-rphp4_070_shuffled,20,275.77,275.76,0,275.77
2447517075bed78fd855f495484275c8-grid-pbl-0060.shuffled-as.sat05-1342.shuffled-as.sat05-1342,20,0.05,0.05,0,0.05
245af97c72f3fee23a11cc8c6b6eb4a0-Nb29T6,20,452.99,452.90,0,452.99
245e9b5cdf197b523d57f35ac2fcb303-sgen4-unsat-89-1,20,573.65,573.64,0,573.65
246f2303c53dd29c983a5a1046639f8d-rbsat-v1150c84314gyes5,0,5000.03,5000.00,0,5000.03
24706f6663f0524f28b62e0c8b6abf1e-ferry9.shuffled-as.sat03-386,10,0.18,0.18,0,0.18
2470895824dbab7f80aba329bded081b-frb70-13-2.used-as.sat04-876,10,241.48,241.47,0,241.48
24b93d0bf941e4b050c9109e4cb7faf4-connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951,10,0.11,0.11,0,0.11
24b9e9a09d0879eaeee53b1e2f23134a-mp1-Nb6T25,10,31.41,31.40,0,31.41
24bf910d2b9da558fb3e71a4dbe79ba3-lisa19_99_a.shuffled,10,14.81,14.81,0,14.81
24c24a0c32a51ffcbc027ea07f8a086f-c10bidw_s,20,8.67,8.65,0,8.67
24d16b0798f2f4cabb6d4661d847c2eb-58bits_11.dimacs,0,5000.15,5000.14,0,5000.15
24ea04bb401629158b0972463c61eed4-170104584,0,5000.02,5000.01,0,5000.02
24f8d86e491149b4a759c0402eb705d4-iso-brn008.shuffled-as.sat05-3508,10,0.09,0.08,0,0.09
24fcc1462994e20faf43c84584f765bb-T56.2.0,20,406.48,406.22,0,406.48
250e49fc3bc150bac9f5bc50f5ef09b7-eulcbip-8-UNSAT.sat05-3937.reshuffled-07,0,5000.02,5000.01,0,5000.02
25197bd2b8fe3a3310665ce9a6f6cd2f-fdmus_b22_172,20,0.03,0.02,0,0.03
2534e0c4691a8807de2342ef98636ce6-Schur_160_5_d41,10,251.59,251.58,0,251.59
253659a1701826795f4fb8a3b5cb7513-sv-comp19_prop-reachsafety.race-4_2-thread_local_vars_false-unreach-call.i-witness,10,62.98,62.84,0,62.98
254379ba985f92132932ecfbeffc9b54-queen13_13.col.13,0,5000.01,5000.00,0,5000.01
25491202cf33a8655c45ccb22a2135f1-sudoku_81x81_unknown,0,5000.03,5000.01,0,5000.03
254b88de91fa4e3e0bff1df62eb7f4dc-Ptn-7824-b14,10,189.12,189.11,0,189.12
2563a9a0463e58e8a5823bc612cacbc9-mod2-rand3bip-sat-270-3.shuffled-as.sat05-2250,0,5000.01,5000.00,0,5000.01
2565059c258a9e1a45f61df4e0112010-php-030-025.shuffled-as.sat05-1178,0,5000.04,5000.00,0,5000.04
257220373426d7a2d8d4e7d1b21db6a6-c7n_s,20,0.04,0.04,0,0.04
257b1331c202be554abdec123a86213b-ramsey-30-4,10,0.64,0.64,0,0.64
2593ce669baab42240c2fb85e807452c-complete-400-0.1-3-9876543214003,10,0.05,0.04,0,0.05
2599aea8d99ad36471ee4dcc649993ac-ak064simpbbg2btaig,10,0.29,0.22,0,0.29
25a654a029421baed232de5e6e19c72e-mp1-qpr-bmp280-driver-14,10,2.23,2.22,0,2.23
25acde4087516290b9931ef7ba93306c-iso-ukn005.shuffled-as.sat05-3386,20,0.04,0.04,0,0.04
25b4eff0c424fc1b760cf52562ec9a47-php-025-025.shuffled-as.sat05-1163,10,0.48,0.47,0,0.48
25ba6d2b7503d699ee95bf4bcd0864c5-quad_res_r37_m39,0,5000.02,5000.01,0,5000.02
25bd6c4f6f2fff8fdabbcc9402125283-atco_enc2_opt2_10_21-sc2014,10,26.39,26.38,0,26.39
25cc054738293c0d9377d7b72b78a341-string_compare_safety_cbmc_unwinding_900,20,1524.45,1524.22,0,1524.45
25cfa39c61494e9e793f6c6a9ec44be3-puzzle51_unsat,0,5000.26,5000.25,0,5000.26
25d6ed813eedc68cd84750ce67463f62-GreenTao_2-4-4_511,10,38.70,38.70,0,38.70
25fb7464ca6edd09189582fedaf5dba6-bivium-39-200-0s0-0x163b785faa4bfb1b3b894a9206768a6c3d5d6f038b3797c4c2-99,20,1068.84,1068.83,0,1068.84
25fb8046ef33cb552eb45c2e006c5f32-mp1-ps_5000_21250_3_0_0.8_0_1.70_8,0,5000.02,5000.00,0,5000.02
2602a408af148cd920698aeff90dd853-maxxor064,20,329.88,329.87,0,329.88
2604532388bbb5b79e8e467dcfb13005-mrpp_6x6#10_20,10,3.40,3.40,0,3.40
2609d5f1772bd52e16159b51a986b74d-blocks-blocks-36-0.140-NOTKNOWN,10,234.71,234.56,0,234.71
26114429758a203d651f4df87c94de4c-sgen1-unsat-97-100.cnf.mis-72.debugged,20,8.58,8.58,0,8.58
261227751e41065551cbeebe9b11ee40-mrpp_8x8#24_12,10,31.80,31.79,0,31.80
2614ee6079947c1133fec90459de0a27-dlx2_ca,20,0.12,0.12,0,0.12
2615e8390d8d47c5384bce1d2f49cb07-eqbpdtlf12bparrc12,20,288.31,288.31,0,288.31
261e338938f4757e91f0cf753484d662-connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07,20,3053.93,3053.92,0,3053.93
26254890fa7107f85242ec9190da2a7a-002,10,4445.89,4445.86,0,4445.89
262a226a47330987f038128579967405-ais8.cnf.mis-97.debugged,20,5.19,5.19,0,5.19
263457bc6aafa3b1f5999bc2ddfe3caf-ktf_TF-4.tf_2_0.02_18,20,32.34,32.33,0,32.34
263dafb261a9d65aed2285d65a42a4eb-shuffling-1-s1530771508-of-bench-sat04-323.used-as.sat04-454,10,3.83,3.81,0,3.83
2667cef018702b772f5f79a9dfc88cf0-shuffling-2-s644021767-of-bench-sat04-362.used-as.sat04-639,20,6.91,6.90,0,6.91
266eb88975be72196f5bc82f371464c1-c9idw_i,20,22.38,22.36,0,22.38
26752db2c153b9e98f81192227205539-harder-fphp-050-049.sat05-1238.reshuffled-07,0,5000.03,5000.00,0,5000.03
267af66281a78674c63e3b745b1ece66-driverlog8_ks99i.shuffled-as.sat05-4025,10,0.07,0.06,0,0.07
267b5d6528c2afb5bc9ccc4d2151f110-w10_60.shuffled,20,1.31,1.30,0,1.31
268786234185b8a93051bee4efaad466-rbsat-v2640c305320g4,0,5000.06,5000.03,0,5000.06
269d92aef52c2d8c729f4212bd29a8e8-php-030-030.shuffled-as.sat05-1164,10,0.55,0.54,0,0.55
26a56e52e4c8f4b6840cbcc6caa4cb21-4col160_9_8.shuffled,0,5000.01,5000.00,0,5000.01
26b2991ea06cd96439285f58962e0e19-289-sat-6x19,10,0.02,0.02,0,0.02
26b2edbaa9ca66c575b64ee0920f7d6a-genurq30Sat.shuffled-as.sat03-1508,10,0.44,0.44,0,0.44
26d1a43c2e8064faffd54bb81484926e-countbitssrl032-sc2009,20,168.99,168.98,0,168.99
26e9e6f76821074fec971ba27aae0bea-sha1r17m149ABCD_p,10,530.34,530.33,0,530.34
26f3cb325c18149f1c67665c5dc60305-strips-gripper-16t31.shuffled-as.sat05-1146,10,15.81,15.80,0,15.81
26f6f04b35d4c04710ef22df7922ea04-SGI_30_80_25_80_5-log.shuffled-as.sat03-206,0,5000.03,5000.02,0,5000.03
2709fc2279d361c2b19e36522c239965-hitag2-10-60-0-0x0ffdbe60727f161-57,20,1648.87,1648.86,0,1648.87
273d42b3d97294b660745c7bc632474e-edit_distance025_450,10,1564.69,1564.68,0,1564.69
2761d889f00813bfe3a5f826c49158cf-hitag2-10-60-0-0xbc15b17d0353413-10,20,1660.17,1660.17,0,1660.17
276fe9730ff09cafd8c59f44c9c61b4d-full-bf-ga-9-ce,10,5.13,5.12,0,5.13
278262ca3ecb108c9c17bf6b6b99c217-test_v7_r12_vr10_c1_s18160.smt2-cvc4,0,5000.08,5000.02,0,5000.08
278b9675cbaff7baeeb3e519746eec8d-x1_48.shuffled-as.sat03-1592,20,2.76,2.75,0,2.76
27b42edd231cb71988feaf904ee09793-srhd-sgi-m42-q585-n40-p15-s54275047,10,0.08,0.07,0,0.08
27b4fe4cb0b4e2fd8327209ca5ff352c-grid_10_20.shuffled,20,0.02,0.01,0,0.02
27cd4c29d15be5fdf90c23571f403c11-shuffling-1-s1029132062-of-bench-sat04-990.used-as.sat04-998,20,0.62,0.62,0,0.62
27d45205f506344ebbde9181f7250ab9-sgi-difficult7,10,0.01,0.01,0,0.01
27dc3c79959d8054bf0d6f24a6da3795-reg_s_2_unknown,20,2750.83,2750.76,0,2750.83
27df6005a982cffe13509c5b445eba77-iso-icl007.shuffled-as.sat05-2732,20,0.18,0.18,0,0.18
27ebd53e3afdad974c51aed6f7ccf513-iso-ukn006.shuffled-as.sat05-3629,10,0.01,0.01,0,0.01
27f320fde33a42bacfa90b288b2e2ade-sted1_0x24204-380,0,5000.01,5000.00,0,5000.01
27f381d4d67c90c8c6a6a186cd51e94a-par32-5.shuffled-as.sat03-1540,0,5000.02,5000.02,0,5000.02
27f55505e774c7ef6f3672c532c9f11f-mrpp_8x8#18_16,10,15.59,15.58,0,15.59
27f890d3aa346aaa55a31b63ebd4952c-sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness,20,134.86,134.84,0,134.86
27fd9ae083f88130657fa0ed68e5395e-rope_2500.shuffled-as.sat03-1549,20,127.58,127.55,0,127.58
2809096e4676a5198a462c8cc9956ded-mp1-klieber2017s-0490-023-t12,10,21.45,21.44,0,21.45
281b453e05e0af0a6c0528f7cadcc9b5-crafted_n12_d6_c3_num22,20,86.86,86.81,0,86.86
284dec9d0d0404c8b80d8bd8064e4c68-gensys-ukn004.shuffled-as.sat05-3844,20,786.99,786.98,0,786.99
2851f5ffc9707f963807841a1ebcd839-hid-uns-enc-6-1-0-0-0-0-31380,20,104.34,104.34,0,104.34
28674e12b109f3b3e2967e5770184def-mod2c-rand3bip-sat-190-3.shuffled-as.sat05-2445,10,1.36,1.36,0,1.36
2867ddc744fd8472628880c49a1c8931-2dlx_cc_mc_ex_bp_f.shuffled,20,1.02,1.02,0,1.02
28701a53f9a122696509edde4101a477-AProVE11-09,10,1.70,1.67,0,1.70
287319f0d6af6ed0fc9a781c0d59b156-hgen3-v350-s524562458.shuffled-as.sat03-1688,0,5000.01,5000.00,0,5000.01
2877fd1cd48768d5cbe3794bbdbb5c5e-blocks-4-ipc5-h22-unknown,20,14.75,14.73,0,14.75
28792301119a25fb8edec6cde91eee21-sokoban-sequential-p145-microban-sequential.070-NOTKNOWN,0,5000.08,5000.04,0,5000.08
288093fb8e940d222048b82fa4d3d39c-IBM_FV_2004_rule_batch_01_SAT_dat.k95,10,9.90,9.89,0,9.90
2883d4bcaa15427ed548e6ba9c0651fb-ezfact48_8.shuffled,20,5.04,5.04,0,5.04
2889a0f3ef28b77cb06738207393db7c-bart21.shuffled,10,0.19,0.18,0,0.19
28991e85ab5e76226c0041653bde1233-commutativity.c,0,5000.02,5000.00,0,5000.02
28a37990dc4b9a0db968af9dacd0f977-QG6-dead-dnd002.sat05-2713.reshuffled-07,20,3.83,3.82,0,3.83
28a7e18b03cb9768ef0852da95ef1082-snw_16_8_pre,20,4189.27,4189.21,0,4189.27
28aeefb8abe1d29211552650e14e7579-bv-term-small-rw_1294.smt2,0,5000.02,5000.00,0,5000.02
28b3e198ddd246e95d91bbc06e6b2989-CNP-5-1300,10,41.48,41.47,0,41.48
28c6dfee40643e055ca2a3db6ddcea68-em_9_3_5_fbc,0,5000.02,5000.00,0,5000.02
28d8ae0ddd6c699eb5e42cd65f8df446-ak064boothboothisc,20,0.95,0.88,0,0.95
28e45a3e488ddac73b6116cc6f3e67e0-g2-T99.2.0,20,47.75,45.36,0,47.75
28ea29815a9f73f90ae1c0e28614b2b4-ex177_12,0,5000.16,5000.00,0,5000.16
28f29fe949422ec88892e18073de065c-5col100_15_6.shuffled,20,6.25,6.25,0,6.25
28f69aa003e3ab43465a48a5866140ad-connm-ue-csp-sat-n800-d0.00-s621582426.used-as.sat04-946,10,29.29,29.29,0,29.29
28fa225d18f72d512e1770e29a120d8a-rbsat-v945c61409gyes10,0,5000.02,5000.00,0,5000.02
28fd76d813030cecbd562147bcd410a0-qg3-8.shuffled,10,0.02,0.02,0,0.02
2900e0902b39ca81551fc80aca4bf201-apn-sbox6-cut4-helpbox30,10,209.93,209.92,0,209.93
290d78cee2356d54b44a0c98c5c67627-Schur_160_5_d22,0,5000.02,5000.00,0,5000.02
2912668194f5aee350dac732d3c9b228-gto_p50c312,0,5000.05,5000.02,0,5000.05
291709c47f0a249944f717e6ef951109-mm-2x2-7-7-sb.1.shuffled-as.sat03-1493,10,3.08,3.08,0,3.08
291b081205da454fde95a69f36d3a54a-driverlog8_v01a.shuffled-as.sat05-4037,10,0.04,0.04,0,0.04
2920d61acbb6772551f56d00c8095ae5-aaai10-planning-ipc5-pipesworld-27-step13,20,115.98,115.90,0,115.98
29220bf1c4ae9e8a55cd572d682ff07b-bart28.shuffled,10,0.09,0.08,0,0.09
2925ee90763e08b2f7e79c7c713c86b9-at-least-two-ibm-2004-23-k100,10,164.95,164.89,0,164.95
292fd16f1ef46f416a806ffa096e9565-mod2c-rand3bip-sat-210-3.shuffled-as.sat05-2475,10,11.27,11.27,0,11.27
2934a7db9d5b4f1ac33f8508be9700c2-udiv35prop,20,135.95,135.94,0,135.95
2953ca8cacff8201007fde3b7db1d9e8-uniqinv45prop,20,16.90,16.90,0,16.90
297d84b81383231a6580c4e3cdc8875a-rbsat-v2100c215164gyes7,0,5000.02,5000.00,0,5000.02
2990a988ad038b3042c99ae04fe67aa2-shuffling-2-s1548269416-of-bench-sat04-346.used-as.sat04-624,20,420.80,420.75,0,420.80
29a09ec3c23fdb89ec56032d329e3606-satsgi-n21himBHm25-p0-q212,10,0.01,0.00,0,0.01
29a7150f5a6e8f7975d4360af6931b17-ramsey.sat05-511.reshuffled-07,0,5000.05,5000.04,0,5000.05
29aa916ea226cf3f116b06aab611bb6e-am_7_7.used-as.sat04-340,0,5000.02,5000.00,0,5000.02
29b0174c99904890fbbbd3470e1040ee-srhd-sgi-m32-q326.25-n30-p15-s44266159,10,0.02,0.02,0,0.02
29b063806351960b5e7fa42aeec1a84e-bvadd_27966,20,1039.60,1039.55,0,1039.60
29b0e163eb738cfdf3ff019123075c9f-sgen1-unsat-115-100.cnf.mis-87.debugged,0,5000.02,5000.01,0,5000.02
29b7d5a498eff7a98fcd03a273eaeba3-Kakuro-easy-132-ext.xml.hg_8,10,429.00,428.72,0,429.00
29b9cdc4be195bf5259da98aee484b85-f600,10,0.84,0.84,0,0.84
29bbe29cc785a954ce4c60f3266948e9-g7nidw,20,4.07,4.06,0,4.07
29be431e9dee1550957c8483be4532e4-6g_5color_170_030_04,0,5000.08,5000.03,0,5000.08
29c2318ef603c9b8ccefba55b639e24e-mp1-ps_5000_21250_3_0_0.6_0_1.45_4,0,5000.02,5000.00,0,5000.02
29cdfa5d3fa13d709b509d8194f5e1da-ibm-2004-1_11-k80,10,27.75,27.72,0,27.75
29e101b66dfddb440e974b9feec5b1aa-spg_200_307,20,64.72,64.61,0,64.72
29eb30f1e03d112c000aed036a801e42-k2fix_gr_2pinvar_w8.shuffled-as.sat03-435,0,5000.02,5000.00,0,5000.02
